Order_ID,Order_Date,Customer_ID,Product_Category,Product_Name,Quantity,Unit_Price,Total_Amount,Payment_Mode,City
100317,2023-10-10,CUST715,Electronics,Smart Watch,5,20390,101950,Cash,Bangalore
100318,2023-06-17,CUST119,Electronics,Headphones,1,8713,8713,Card,Hyderabad
100319,2024-05-11,CUST738,Electronics,Laptop,1,48782,48782,UPI,Pune
100320,2024-06-21,CUST31,Home Decor,Wall Clock,4,35918,143672,Cash,Bangalore
100321,2024-03-12,CUST66,Clothing,Jeans,3,6688,20064,UPI,Hyderabad
100322,2023-10-07,CUST615,Grocery,Sugar Pack,4,20540,82160,UPI,Bangalore
100323,2024-09-27,CUST14,Grocery,Rice Bag,2,12032,24064,Card,Chennai
100324,2024-09-05,CUST544,Clothing,T-Shirt,2,36259,72518,Card,Bangalore
100325,2023-09-17,CUST294,Home Decor,Vase,3,9459,28377,UPI,Delhi
100326,2024-06-10,CUST87,Home Decor,Wall Clock,4,48033,192132,UPI,Pune
100327,2023-09-18,CUST145,Grocery,Sugar Pack,5,54636,273180,UPI,Mumbai
100328,2024-02-03,CUST461,Grocery,Sugar Pack,1,41713,41713,Cash,Pune
100329,2024-10-15,CUST412,Grocery,Rice Bag,4,23405,93620,UPI,Hyderabad
100330,2023-04-16,CUST797,Electronics,Smart Watch,3,52631,157893,Card,Delhi
100331,2023-11-28,CUST329,Home Decor,Cushion,1,54850,54850,Cash,Hyderabad
100332,2023-08-11,CUST272,Grocery,Sugar Pack,2,45824,91648,Net Banking,Bangalore
100333,2024-09-12,CUST701,Electronics,Laptop,5,3954,19770,Net Banking,Pune
100334,2024-04-06,CUST425,Electronics,Tablet,5,11355,56775,Cash,Delhi
100335,2023-01-02,CUST381,Clothing,T-Shirt,2,56170,112340,Card,Pune
100336,2023-04-25,CUST237,Electronics,Smart Watch,3,28105,84315,Card,Delhi
100337,2023-04-22,CUST366,Home Decor,Lamp,5,58595,292975,UPI,Mumbai
100338,2023-07-31,CUST200,Electronics,Smart Watch,4,30278,121112,UPI,Kolkata
100339,2023-12-13,CUST393,Grocery,Rice Bag,2,50378,100756,Cash,Kolkata
100340,2023-09-04,CUST43,Grocery,Rice Bag,2,45678,91356,Card,Pune
100341,2024-01-01,CUST576,Grocery,Flour Bag,5,47273,236365,Net Banking,Delhi
100342,2024-09-09,CUST442,Home Decor,Cushion,5,58882,294410,Cash,Delhi
100343,2023-11-21,CUST688,Grocery,Sugar Pack,2,24514,49028,UPI,Hyderabad
100344,2023-03-27,CUST17,Grocery,Sugar Pack,2,55304,110608,Net Banking,Kolkata
100345,2023-08-29,CUST195,Home Decor,Vase,5,38447,192235,UPI,Delhi
100346,2024-10-07,CUST698,Grocery,Rice Bag,4,35111,140444,Net Banking,Mumbai
100347,2023-03-28,CUST614,Electronics,Smart Watch,5,11804,59020,Card,Delhi
100348,2024-03-31,CUST115,Grocery,Oil Pack,3,35883,107649,UPI,Kolkata
100349,2024-11-17,CUST171,Home Decor,Cushion,3,54883,164649,Cash,Pune
100350,2024-01-13,CUST688,Grocery,Oil Pack,5,12941,64705,Net Banking,Hyderabad
100351,2024-05-25,CUST299,Home Decor,Cushion,3,31071,93213,UPI,Mumbai
100352,2024-06-10,CUST464,Electronics,Tablet,2,24769,49538,Card,Chennai
100353,2023-06-02,CUST477,Grocery,Flour Bag,3,55006,165018,Net Banking,Mumbai
100354,2024-03-25,CUST287,Electronics,Mobile,1,14826,14826,Cash,Hyderabad
100355,2024-02-28,CUST253,Grocery,Sugar Pack,5,34813,174065,UPI,Kolkata
100356,2024-05-05,CUST726,Home Decor,Wall Clock,1,58508,58508,Card,Mumbai
100357,2023-01-18,CUST76,Grocery,Rice Bag,2,47422,94844,Card,Chennai
100358,2023-06-19,CUST225,Grocery,Oil Pack,5,49537,247685,UPI,Delhi
100359,2023-10-05,CUST705,Electronics,Headphones,2,36599,73198,Net Banking,Kolkata
100360,2023-12-28,CUST482,Electronics,Tablet,1,35405,35405,Cash,Hyderabad
100361,2023-09-07,CUST417,Grocery,Oil Pack,1,32153,32153,UPI,Delhi
100362,2023-12-11,CUST20,Home Decor,Vase,1,30426,30426,UPI,Kolkata
100363,2023-10-22,CUST181,Electronics,Headphones,3,21988,65964,Cash,Kolkata
100364,2023-08-17,CUST348,Grocery,Tea Pack,3,41948,125844,UPI,Hyderabad
100365,2023-12-24,CUST113,Grocery,Sugar Pack,2,18735,37470,Net Banking,Pune
100366,2024-05-09,CUST684,Grocery,Rice Bag,2,18670,37340,Net Banking,Kolkata
100367,2024-06-16,CUST532,Electronics,Mobile,3,36753,110259,Card,Hyderabad
100368,2024-07-04,CUST460,Home Decor,Wall Clock,2,27712,55424,Card,Bangalore
100369,2023-06-24,CUST106,Clothing,Dress,4,50777,203108,Net Banking,Kolkata
100370,2024-11-14,CUST757,Home Decor,Photo Frame,1,52680,52680,Cash,Bangalore
100371,2023-07-17,CUST412,Electronics,Tablet,4,37232,148928,Net Banking,Mumbai
100372,2023-03-22,CUST496,Grocery,Sugar Pack,5,20345,101725,UPI,Chennai
100373,2023-01-14,CUST14,Electronics,Headphones,5,18689,93445,UPI,Pune
100374,2024-11-04,CUST34,Electronics,Laptop,1,29827,29827,Card,Chennai
100375,2023-02-13,CUST592,Clothing,Jacket,1,225,225,Net Banking,Pune
100376,2023-07-25,CUST685,Home Decor,Cushion,1,37283,37283,Net Banking,Hyderabad
100377,2023-10-26,CUST718,Clothing,Sweater,4,54130,216520,Cash,Chennai
100378,2023-10-27,CUST374,Electronics,Smart Watch,4,53759,215036,UPI,Chennai
100379,2024-03-18,CUST340,Grocery,Oil Pack,4,43733,174932,Card,Chennai
100380,2023-02-25,CUST142,Grocery,Rice Bag,2,36249,72498,UPI,Hyderabad
100381,2024-03-26,CUST311,Electronics,Smart Watch,1,54637,54637,UPI,Delhi
100382,2023-01-22,CUST55,Clothing,Jacket,4,33663,134652,Card,Kolkata
100383,2023-11-08,CUST107,Grocery,Flour Bag,4,32775,131100,Cash,Mumbai
100384,2024-05-17,CUST240,Clothing,Sweater,2,6488,12976,Net Banking,Hyderabad
100385,2024-10-06,CUST639,Electronics,Laptop,1,24265,24265,Card,Chennai
100386,2024-11-03,CUST382,Grocery,Tea Pack,1,54783,54783,Net Banking,Delhi
100387,2023-09-02,CUST264,Grocery,Rice Bag,1,15128,15128,Net Banking,Chennai
100388,2024-12-22,CUST61,Electronics,Headphones,2,56650,113300,UPI,Delhi
100389,2024-10-31,CUST368,Grocery,Tea Pack,4,24712,98848,Cash,Bangalore
100390,2023-01-11,CUST471,Grocery,Oil Pack,2,3204,6408,Cash,Mumbai
100391,2023-01-27,CUST97,Electronics,Tablet,4,15504,62016,Net Banking,Bangalore
100392,2023-05-19,CUST788,Clothing,Sweater,1,55210,55210,UPI,Pune
100393,2024-11-14,CUST567,Clothing,Jeans,1,23063,23063,Card,Pune
100394,2023-09-02,CUST700,Electronics,Headphones,2,47748,95496,Card,Pune
100395,2024-08-01,CUST197,Electronics,Headphones,4,56025,224100,Net Banking,Chennai
100396,2024-02-20,CUST515,Grocery,Oil Pack,1,38916,38916,Net Banking,Bangalore
100397,2023-06-08,CUST60,Home Decor,Cushion,4,3602,14408,Cash,Pune
100398,2023-08-02,CUST671,Clothing,Jacket,5,57335,286675,Cash,Hyderabad
100399,2023-02-13,CUST326,Electronics,Smart Watch,4,55309,221236,UPI,Bangalore
100400,2024-12-21,CUST359,Electronics,Smart Watch,2,10025,20050,Cash,Chennai
100401,2023-11-25,CUST239,Electronics,Headphones,3,34363,103089,Card,Pune
100402,2024-09-06,CUST560,Grocery,Oil Pack,3,7417,22251,Cash,Mumbai
100403,2024-03-05,CUST401,Home Decor,Vase,1,42922,42922,Cash,Bangalore
100404,2023-04-07,CUST410,Electronics,Headphones,5,26753,133765,UPI,Pune
100405,2023-09-08,CUST172,Clothing,T-Shirt,2,4241,8482,Net Banking,Chennai
100406,2023-10-17,CUST572,Clothing,Jacket,2,37288,74576,Cash,Hyderabad
100407,2024-07-16,CUST199,Grocery,Rice Bag,4,29426,117704,Cash,Chennai
100408,2024-12-14,CUST214,Clothing,Dress,3,18373,55119,Card,Mumbai
100409,2023-04-30,CUST79,Grocery,Oil Pack,3,1884,5652,Cash,Delhi
100410,2024-08-27,CUST227,Grocery,Oil Pack,4,30604,122416,Cash,Mumbai
100411,2024-06-15,CUST717,Grocery,Rice Bag,1,44865,44865,Card,Delhi
100412,2023-11-14,CUST111,Electronics,Mobile,5,794,3970,UPI,Delhi
100413,2024-11-14,CUST18,Home Decor,Wall Clock,3,27368,82104,Card,Pune
100414,2024-09-08,CUST393,Grocery,Sugar Pack,3,4749,14247,Card,Chennai
100415,2024-05-22,CUST247,Grocery,Oil Pack,3,25555,76665,Net Banking,Hyderabad
100416,2024-03-21,CUST696,Grocery,Oil Pack,4,46601,186404,UPI,Chennai
100417,2024-10-21,CUST384,Home Decor,Cushion,3,44423,133269,Cash,Hyderabad
100418,2024-11-08,CUST218,Electronics,Tablet,2,15970,31940,Net Banking,Hyderabad
100419,2024-06-06,CUST152,Grocery,Oil Pack,5,19968,99840,Card,Pune
100420,2024-09-14,CUST519,Clothing,Jeans,4,47039,188156,UPI,Mumbai
100421,2024-02-13,CUST680,Clothing,Jeans,3,10023,30069,Card,Delhi
100422,2024-10-12,CUST141,Clothing,Sweater,5,46537,232685,Cash,Delhi
100423,2024-07-04,CUST624,Home Decor,Vase,4,34745,138980,UPI,Chennai
100424,2024-09-23,CUST257,Clothing,T-Shirt,3,5743,17229,Card,Chennai
100425,2023-02-18,CUST613,Grocery,Sugar Pack,3,57765,173295,Net Banking,Bangalore
100426,2024-09-04,CUST53,Grocery,Sugar Pack,5,35113,175565,Card,Kolkata
100427,2024-05-19,CUST359,Home Decor,Cushion,1,32936,32936,UPI,Bangalore
100428,2024-02-26,CUST233,Clothing,Jacket,1,22498,22498,Cash,Chennai
100429,2023-10-22,CUST631,Clothing,Jacket,1,44114,44114,Cash,Hyderabad
100430,2023-03-05,CUST535,Clothing,Sweater,3,40322,120966,UPI,Kolkata
100431,2023-06-18,CUST105,Clothing,Dress,2,33071,66142,Card,Mumbai
100432,2023-12-30,CUST671,Home Decor,Wall Clock,1,47289,47289,UPI,Chennai
100433,2024-12-15,CUST380,Grocery,Flour Bag,1,49402,49402,Cash,Chennai
100434,2023-03-19,CUST345,Electronics,Laptop,4,43280,173120,UPI,Kolkata
100435,2024-05-21,CUST518,Home Decor,Vase,3,27868,83604,Card,Delhi
100436,2024-08-12,CUST414,Home Decor,Wall Clock,5,36660,183300,Cash,Bangalore
100437,2023-06-30,CUST633,Grocery,Rice Bag,5,9774,48870,Card,Mumbai
100438,2023-01-30,CUST414,Clothing,T-Shirt,1,38464,38464,Card,Delhi
100439,2024-02-15,CUST465,Clothing,Jacket,1,54119,54119,Net Banking,Mumbai
100440,2023-10-19,CUST96,Electronics,Smart Watch,1,4924,4924,Net Banking,Mumbai
100441,2024-01-27,CUST601,Clothing,T-Shirt,2,8379,16758,Cash,Delhi
100442,2023-12-06,CUST483,Electronics,Laptop,4,10482,41928,Net Banking,Delhi
100443,2023-07-20,CUST461,Grocery,Flour Bag,4,49113,196452,Net Banking,Bangalore
100444,2023-11-19,CUST151,Home Decor,Lamp,1,9826,9826,Card,Pune
100445,2023-11-04,CUST669,Clothing,T-Shirt,2,30157,60314,Card,Kolkata
100446,2023-04-15,CUST2,Grocery,Flour Bag,2,4363,8726,Card,Delhi
100447,2023-03-08,CUST196,Electronics,Mobile,5,792,3960,Net Banking,Chennai
100448,2024-05-03,CUST548,Grocery,Sugar Pack,1,43387,43387,Net Banking,Kolkata
100449,2024-04-05,CUST674,Clothing,Dress,3,51067,153201,Net Banking,Delhi
100450,2024-10-11,CUST199,Electronics,Mobile,4,14653,58612,Cash,Hyderabad
100451,2023-06-28,CUST604,Home Decor,Photo Frame,5,42648,213240,Net Banking,Pune
100452,2023-12-20,CUST471,Clothing,Sweater,1,37194,37194,UPI,Kolkata
100453,2024-08-25,CUST523,Clothing,Jeans,5,35926,179630,Card,Kolkata
100454,2024-11-21,CUST735,Clothing,T-Shirt,1,58972,58972,Card,Kolkata
100455,2023-02-14,CUST571,Grocery,Oil Pack,5,40242,201210,Cash,Mumbai
100456,2023-05-16,CUST417,Home Decor,Lamp,2,416,832,Net Banking,Delhi
100457,2024-05-03,CUST354,Electronics,Mobile,1,37934,37934,Net Banking,Pune
100458,2024-02-10,CUST675,Electronics,Smart Watch,4,5595,22380,Net Banking,Pune
100459,2023-09-05,CUST696,Electronics,Smart Watch,2,7978,15956,Cash,Hyderabad
100460,2024-01-25,CUST672,Home Decor,Lamp,1,26602,26602,UPI,Delhi
100461,2024-12-14,CUST505,Grocery,Flour Bag,3,11636,34908,Card,Kolkata
100462,2024-10-02,CUST500,Electronics,Mobile,5,479,2395,Cash,Bangalore
100463,2024-06-07,CUST430,Grocery,Sugar Pack,2,11275,22550,Card,Bangalore
100464,2023-02-24,CUST761,Electronics,Smart Watch,1,20161,20161,UPI,Kolkata
100465,2024-08-21,CUST298,Electronics,Smart Watch,1,4325,4325,Cash,Kolkata
100466,2023-09-27,CUST738,Grocery,Tea Pack,3,32570,97710,UPI,Kolkata
100467,2023-12-28,CUST378,Electronics,Smart Watch,4,34116,136464,UPI,Hyderabad
100468,2023-04-16,CUST111,Grocery,Tea Pack,3,38243,114729,Cash,Bangalore
100469,2023-03-21,CUST659,Clothing,T-Shirt,3,26927,80781,Net Banking,Bangalore
100470,2023-04-17,CUST22,Grocery,Flour Bag,4,21098,84392,Net Banking,Chennai
100471,2024-04-03,CUST267,Electronics,Headphones,5,24869,124345,UPI,Kolkata
100472,2023-01-08,CUST608,Home Decor,Vase,3,55094,165282,UPI,Pune
100473,2024-08-15,CUST682,Electronics,Headphones,4,60000,240000,Net Banking,Bangalore
100474,2023-07-23,CUST90,Home Decor,Vase,5,34918,174590,UPI,Delhi
100475,2023-08-07,CUST714,Home Decor,Lamp,1,48284,48284,Cash,Chennai
100476,2024-11-18,CUST429,Clothing,Sweater,2,41826,83652,Card,Bangalore
100477,2024-10-03,CUST465,Clothing,Dress,5,53253,266265,Card,Kolkata
100478,2023-05-20,CUST442,Grocery,Rice Bag,4,21640,86560,UPI,Bangalore
100479,2024-09-06,CUST329,Electronics,Tablet,1,8571,8571,Cash,Bangalore
100480,2024-07-07,CUST115,Home Decor,Wall Clock,5,4689,23445,Net Banking,Delhi
100481,2023-10-01,CUST485,Clothing,Jeans,5,44875,224375,Card,Kolkata
100482,2024-06-22,CUST505,Grocery,Tea Pack,2,5869,11738,Cash,Delhi
100483,2024-10-07,CUST8,Clothing,Jacket,1,54057,54057,UPI,Mumbai
100484,2024-01-30,CUST707,Electronics,Headphones,2,27128,54256,Cash,Kolkata
100485,2024-03-23,CUST111,Grocery,Flour Bag,5,47069,235345,UPI,Hyderabad
100486,2024-09-23,CUST704,Home Decor,Cushion,1,48818,48818,Cash,Mumbai
100487,2024-04-08,CUST474,Clothing,Sweater,4,34742,138968,Net Banking,Bangalore
100488,2023-04-09,CUST629,Clothing,Dress,3,17953,53859,Net Banking,Pune
100489,2024-04-20,CUST768,Home Decor,Lamp,4,45437,181748,UPI,Bangalore
100490,2024-04-09,CUST502,Electronics,Tablet,1,19455,19455,Cash,Bangalore
100491,2023-01-16,CUST584,Grocery,Sugar Pack,3,45271,135813,Card,Bangalore
100492,2024-12-15,CUST655,Home Decor,Cushion,4,34976,139904,UPI,Chennai
100493,2023-10-18,CUST409,Home Decor,Lamp,2,44531,89062,Cash,Pune
100494,2024-05-19,CUST461,Grocery,Tea Pack,4,44329,177316,Net Banking,Kolkata
100495,2023-04-20,CUST326,Grocery,Tea Pack,5,50833,254165,Net Banking,Chennai
100496,2023-08-26,CUST542,Electronics,Smart Watch,3,34790,104370,UPI,Chennai
100497,2024-01-23,CUST279,Clothing,Dress,1,31802,31802,UPI,Bangalore
100498,2024-10-11,CUST371,Clothing,Jacket,5,15761,78805,Net Banking,Hyderabad
100499,2023-06-12,CUST533,Grocery,Flour Bag,2,56989,113978,Cash,Kolkata
100500,2024-05-29,CUST552,Grocery,Tea Pack,2,50164,100328,UPI,Delhi
100501,2023-10-18,CUST334,Home Decor,Vase,3,37260,111780,Card,Chennai
100502,2023-02-25,CUST708,Grocery,Rice Bag,4,10997,43988,UPI,Chennai
100503,2024-12-11,CUST721,Home Decor,Lamp,5,55926,279630,Card,Hyderabad
100504,2024-08-30,CUST775,Home Decor,Cushion,5,57696,288480,Net Banking,Delhi
100505,2023-11-13,CUST6,Home Decor,Cushion,2,49510,99020,UPI,Delhi
100506,2023-07-07,CUST593,Grocery,Flour Bag,5,8376,41880,Net Banking,Mumbai
100507,2023-10-07,CUST785,Electronics,Mobile,4,26484,105936,Cash,Bangalore
100508,2023-03-21,CUST402,Grocery,Flour Bag,1,55915,55915,Card,Mumbai
100509,2024-08-02,CUST792,Electronics,Tablet,5,53872,269360,Net Banking,Delhi
100510,2024-09-21,CUST373,Electronics,Mobile,2,17809,35618,Card,Mumbai
100511,2024-10-07,CUST280,Electronics,Mobile,4,5599,22396,Card,Mumbai
100512,2024-08-28,CUST788,Clothing,Jacket,2,30756,61512,Cash,Delhi
100513,2024-11-08,CUST178,Home Decor,Cushion,1,19903,19903,Card,Delhi
100514,2024-05-04,CUST459,Clothing,Jacket,3,6229,18687,Cash,Chennai
100515,2023-08-01,CUST489,Home Decor,Photo Frame,5,57213,286065,UPI,Pune
100516,2024-03-10,CUST483,Grocery,Oil Pack,3,44867,134601,Net Banking,Kolkata
100517,2023-10-06,CUST308,Home Decor,Wall Clock,4,30873,123492,UPI,Pune
100518,2023-05-26,CUST110,Clothing,Jacket,3,50786,152358,UPI,Hyderabad
100519,2023-11-18,CUST786,Electronics,Mobile,3,21482,64446,UPI,Pune
100520,2023-07-14,CUST490,Home Decor,Photo Frame,1,15146,15146,Cash,Bangalore
100521,2023-01-05,CUST44,Electronics,Tablet,3,31829,95487,UPI,Mumbai
100522,2023-09-03,CUST176,Clothing,Jeans,5,4987,24935,Card,Kolkata
100523,2023-04-12,CUST507,Electronics,Tablet,4,14691,58764,Card,Pune
100524,2024-09-24,CUST550,Grocery,Flour Bag,4,51588,206352,Cash,Delhi
100525,2024-06-30,CUST404,Home Decor,Wall Clock,4,37140,148560,Net Banking,Kolkata
100526,2024-07-08,CUST210,Grocery,Sugar Pack,4,5026,20104,Card,Kolkata
100527,2024-03-19,CUST51,Home Decor,Cushion,5,10006,50030,UPI,Bangalore
100528,2024-06-21,CUST735,Clothing,Jacket,4,893,3572,Net Banking,Pune
100529,2024-11-01,CUST550,Electronics,Tablet,4,27736,110944,Net Banking,Chennai
100530,2024-04-15,CUST620,Home Decor,Cushion,5,30641,153205,Card,Mumbai
100531,2024-01-20,CUST458,Electronics,Mobile,4,32543,130172,UPI,Kolkata
100532,2023-02-17,CUST726,Clothing,Jeans,2,40988,81976,UPI,Delhi
100533,2023-05-02,CUST361,Grocery,Flour Bag,2,16353,32706,Cash,Mumbai
100534,2024-12-21,CUST784,Home Decor,Lamp,3,24174,72522,Card,Mumbai
100535,2024-08-14,CUST729,Electronics,Headphones,3,13464,40392,Card,Chennai
100536,2023-11-23,CUST242,Home Decor,Cushion,3,46398,139194,Card,Delhi
100537,2023-06-06,CUST250,Home Decor,Wall Clock,1,46174,46174,Card,Delhi
100538,2024-10-02,CUST21,Electronics,Headphones,4,23354,93416,Cash,Mumbai
100539,2024-09-18,CUST692,Clothing,T-Shirt,4,8109,32436,Card,Hyderabad
100540,2023-01-10,CUST502,Electronics,Tablet,5,38968,194840,Cash,Bangalore
100541,2024-03-11,CUST577,Clothing,Sweater,5,41413,207065,Net Banking,Kolkata
100542,2024-05-02,CUST565,Clothing,Sweater,3,2873,8619,Card,Hyderabad
100543,2024-06-30,CUST617,Home Decor,Vase,3,46643,139929,Card,Hyderabad
100544,2023-07-25,CUST163,Electronics,Tablet,1,55633,55633,Cash,Mumbai
100545,2023-12-22,CUST328,Grocery,Tea Pack,4,43536,174144,Net Banking,Bangalore
100546,2024-04-13,CUST649,Clothing,Sweater,1,49367,49367,Net Banking,Delhi
100547,2024-11-30,CUST169,Home Decor,Vase,1,27244,27244,Net Banking,Pune
100548,2023-03-15,CUST411,Grocery,Oil Pack,4,25315,101260,Net Banking,Bangalore
100549,2023-01-22,CUST428,Electronics,Headphones,5,27359,136795,UPI,Pune
100550,2023-06-05,CUST743,Grocery,Tea Pack,5,35844,179220,UPI,Pune
100551,2023-06-27,CUST723,Electronics,Mobile,3,9343,28029,UPI,Delhi
100552,2024-04-21,CUST699,Electronics,Laptop,1,33431,33431,Net Banking,Pune
100553,2024-10-26,CUST270,Clothing,Sweater,3,39607,118821,Net Banking,Chennai
100554,2024-07-12,CUST537,Clothing,Dress,2,39367,78734,Cash,Kolkata
100555,2023-01-29,CUST485,Grocery,Oil Pack,5,37750,188750,UPI,Kolkata
100556,2023-11-21,CUST256,Grocery,Flour Bag,2,59334,118668,Card,Chennai
100557,2023-07-18,CUST249,Electronics,Smart Watch,1,13152,13152,Card,Mumbai
100558,2024-10-13,CUST673,Electronics,Smart Watch,3,15622,46866,Cash,Pune
100559,2023-09-15,CUST343,Electronics,Mobile,5,48623,243115,Net Banking,Pune
100560,2024-09-07,CUST664,Clothing,Jeans,2,11413,22826,Cash,Mumbai
100561,2023-11-23,CUST67,Clothing,Dress,5,52049,260245,Card,Kolkata
100562,2023-05-06,CUST587,Electronics,Smart Watch,3,10035,30105,UPI,Chennai
100563,2024-10-10,CUST205,Home Decor,Lamp,2,21983,43966,Cash,Mumbai
100564,2023-01-03,CUST603,Electronics,Mobile,5,51206,256030,Net Banking,Chennai
100565,2023-05-14,CUST251,Electronics,Smart Watch,4,29557,118228,Card,Kolkata
100566,2024-02-26,CUST19,Electronics,Headphones,2,44567,89134,Net Banking,Delhi
100567,2024-06-27,CUST349,Clothing,Jacket,4,13613,54452,Card,Kolkata
100568,2024-02-02,CUST231,Home Decor,Photo Frame,4,46627,186508,Card,Bangalore
100569,2023-01-31,CUST683,Clothing,Jeans,1,29210,29210,UPI,Mumbai
100570,2024-05-26,CUST773,Home Decor,Lamp,2,12321,24642,UPI,Pune
100571,2023-03-02,CUST70,Home Decor,Vase,2,17518,35036,Net Banking,Hyderabad
100572,2023-01-23,CUST75,Home Decor,Wall Clock,3,58256,174768,Card,Hyderabad
100573,2024-07-24,CUST147,Grocery,Sugar Pack,2,49596,99192,Card,Hyderabad
100574,2023-03-19,CUST413,Electronics,Headphones,1,57333,57333,Cash,Chennai
100575,2023-10-08,CUST7,Clothing,Jacket,3,25341,76023,Net Banking,Pune
100576,2023-03-16,CUST370,Grocery,Rice Bag,4,48088,192352,Net Banking,Delhi
100577,2023-01-29,CUST546,Home Decor,Cushion,3,29432,88296,Card,Pune
100578,2023-02-11,CUST792,Home Decor,Wall Clock,1,7577,7577,UPI,Pune
100579,2024-08-26,CUST87,Home Decor,Photo Frame,3,7829,23487,Cash,Hyderabad
100580,2023-12-06,CUST8,Home Decor,Lamp,5,16360,81800,Net Banking,Pune
100581,2023-02-10,CUST127,Home Decor,Photo Frame,3,15644,46932,Net Banking,Delhi
100582,2023-03-05,CUST559,Clothing,Jacket,5,8850,44250,Net Banking,Chennai
100583,2024-12-23,CUST432,Home Decor,Lamp,1,45517,45517,UPI,Delhi
100584,2023-05-31,CUST501,Clothing,T-Shirt,2,38093,76186,Card,Bangalore
100585,2024-06-22,CUST509,Electronics,Tablet,5,58833,294165,UPI,Kolkata
100586,2024-01-26,CUST691,Grocery,Tea Pack,1,11717,11717,Cash,Pune
100587,2024-05-07,CUST635,Grocery,Oil Pack,1,46256,46256,UPI,Mumbai
100588,2024-10-02,CUST70,Clothing,T-Shirt,5,38542,192710,Cash,Hyderabad
100589,2023-10-08,CUST446,Grocery,Oil Pack,3,58516,175548,UPI,Bangalore
100590,2024-12-02,CUST469,Grocery,Oil Pack,3,19684,59052,Cash,Mumbai
100591,2024-11-27,CUST43,Clothing,Sweater,2,4651,9302,Cash,Pune
100592,2024-03-05,CUST398,Electronics,Headphones,5,23376,116880,Cash,Kolkata
100593,2024-05-26,CUST347,Electronics,Mobile,4,19851,79404,Net Banking,Pune
100594,2024-06-16,CUST490,Electronics,Mobile,4,20071,80284,Cash,Bangalore
100595,2024-07-30,CUST537,Electronics,Laptop,4,30616,122464,Card,Hyderabad
100596,2024-03-27,CUST710,Electronics,Mobile,1,11152,11152,Net Banking,Kolkata
100597,2023-05-08,CUST348,Electronics,Smart Watch,3,38466,115398,UPI,Kolkata
100598,2023-07-24,CUST769,Grocery,Oil Pack,3,9123,27369,Card,Kolkata
100599,2023-08-27,CUST562,Electronics,Smart Watch,2,59095,118190,Net Banking,Kolkata
100600,2024-09-12,CUST94,Clothing,T-Shirt,1,11828,11828,UPI,Pune
100601,2024-03-19,CUST45,Home Decor,Lamp,5,59469,297345,Net Banking,Hyderabad
100602,2023-01-23,CUST307,Electronics,Mobile,3,23080,69240,UPI,Bangalore
100603,2024-01-23,CUST296,Electronics,Smart Watch,4,13222,52888,Net Banking,Mumbai
100604,2023-01-13,CUST372,Grocery,Tea Pack,5,24865,124325,Cash,Bangalore
100605,2023-09-06,CUST552,Home Decor,Wall Clock,1,5739,5739,UPI,Pune
100606,2023-03-11,CUST622,Grocery,Flour Bag,1,50688,50688,Card,Delhi
100607,2024-07-27,CUST13,Home Decor,Lamp,1,54884,54884,Net Banking,Kolkata
100608,2023-01-16,CUST320,Home Decor,Vase,4,2186,8744,UPI,Hyderabad
100609,2023-12-03,CUST409,Home Decor,Lamp,3,51064,153192,Cash,Pune
100610,2023-01-01,CUST59,Clothing,Jacket,5,34988,174940,Net Banking,Chennai
100611,2023-03-26,CUST142,Electronics,Tablet,1,9494,9494,Cash,Kolkata
100612,2023-02-04,CUST471,Grocery,Oil Pack,3,39170,117510,UPI,Mumbai
100613,2023-12-01,CUST345,Grocery,Sugar Pack,5,57212,286060,UPI,Delhi
100614,2024-04-26,CUST693,Home Decor,Wall Clock,1,16006,16006,Card,Mumbai
100615,2024-12-10,CUST285,Home Decor,Lamp,5,30839,154195,Net Banking,Delhi
100616,2023-11-24,CUST669,Clothing,Jacket,2,48010,96020,Cash,Chennai
100617,2024-11-17,CUST14,Electronics,Laptop,5,30543,152715,Card,Pune
100618,2024-03-09,CUST409,Electronics,Tablet,3,36150,108450,Net Banking,Kolkata
100619,2023-11-18,CUST793,Grocery,Rice Bag,3,37653,112959,UPI,Delhi
100620,2024-02-06,CUST157,Clothing,Sweater,1,25476,25476,Net Banking,Hyderabad
100621,2024-07-30,CUST360,Electronics,Laptop,1,19840,19840,Card,Bangalore
100622,2023-02-03,CUST475,Clothing,T-Shirt,5,57211,286055,Net Banking,Bangalore
100623,2023-09-03,CUST786,Electronics,Laptop,3,11545,34635,Card,Chennai
100624,2023-05-13,CUST277,Electronics,Laptop,1,49914,49914,UPI,Hyderabad
100625,2023-02-17,CUST40,Grocery,Rice Bag,4,43221,172884,Net Banking,Mumbai
100626,2023-02-07,CUST265,Clothing,T-Shirt,2,24963,49926,Net Banking,Chennai
100627,2023-07-18,CUST53,Home Decor,Lamp,1,35792,35792,Card,Bangalore
100628,2024-02-22,CUST686,Electronics,Tablet,4,24031,96124,Net Banking,Chennai
100629,2023-11-23,CUST240,Grocery,Flour Bag,2,32390,64780,Cash,Pune
100630,2024-03-11,CUST282,Home Decor,Vase,3,23568,70704,Card,Hyderabad
100631,2024-02-27,CUST696,Grocery,Sugar Pack,1,58227,58227,Card,Kolkata
100632,2024-12-08,CUST277,Electronics,Smart Watch,3,35599,106797,UPI,Bangalore
100633,2024-06-16,CUST351,Home Decor,Wall Clock,2,44088,88176,Net Banking,Pune
